Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Providence,Weekly,"2021-04-04 00:00:00",Organic,2.046216639,4513.27,10.40,9.07,0.00,4486.03,4473.43,0.00,0.00,7.77
Raleigh/Greensboro,Weekly,"2021-04-04 00:00:00",Organic,1.657976656,25654.12,597.81,3092.64,77.76,19799.73,19799.73,0.00,0.00,2086.19
Richmond/Norfolk,Weekly,"2021-04-04 00:00:00",Organic,1.040976110,37179.07,27.68,1168.57,9.75,33273.53,33264.08,0.00,9.45,2699.54
Roanoke,Weekly,"2021-04-04 00:00:00",Organic,1.255640612,14437.36,34.27,1206.03,0.00,10824.17,10824.17,0.00,0.00,2372.89
Sacramento,Weekly,"2021-04-04 00:00:00",Organic,1.821647238,28313.53,5641.41,3445.62,0.00,15595.16,14549.23,0.00,0.00,3631.33
"San Diego",Weekly,"2021-04-04 00:00:00",Organic,1.840166928,38640.27,649.95,1876.47,4.29,20785.32,20587.21,0.00,0.00,15324.23
"San Francisco",Weekly,"2021-04-04 00:00:00",Organic,1.943633482,77086.93,3734.71,5994.76,6.75,48482.64,48482.64,0.00,0.00,18868.08
Seattle,Weekly,"2021-04-04 00:00:00",Organic,2.009276689,69592.15,1036.24,7698.31,0.00,30940.99,12349.84,0.00,0.00,29916.61
"South Carolina",Weekly,"2021-04-04 00:00:00",Organic,1.668335718,26847.42,824.72,2265.55,41.24,19532.44,19532.44,0.00,0.00,4183.47
Spokane,Weekly,"2021-04-04 00:00:00",Organic,2.447235809,3992.46,104.28,709.60,0.00,912.45,912.45,0.00,0.00,2266.13
"St. Louis",Weekly,"2021-04-04 00:00:00",Organic,2.053976432,6622.84,980.56,739.60,0.00,3337.82,3337.82,0.00,0.00,1564.86
Syracuse,Weekly,"2021-04-04 00:00:00",Organic,1.595989108,4986.95,203.18,94.14,0.00,4621.29,4596.63,0.00,0.00,68.35
Tampa,Weekly,"2021-04-04 00:00:00",Organic,1.106221719,26270.96,60.74,0.00,0.00,26127.27,26117.82,0.00,9.45,82.95
Toledo,Weekly,"2021-04-04 00:00:00",Organic,1.678348234,4770.22,5.45,433.34,0.00,2536.54,2345.57,190.97,0.00,1794.89
"West Tex/New Mexico",Weekly,"2021-04-04 00:00:00",Organic,1.046202448,64724.08,821.48,506.68,1220.50,58386.38,58386.38,0.00,0.00,3789.04
Wichita,Weekly,"2021-04-04 00:00:00",Organic,1.630591666,3037.10,301.57,2.16,0.00,829.76,829.76,0.00,0.00,1903.60
California,Weekly,"2021-04-04 00:00:00",Organic,1.777884878,379248.92,21566.70,21718.67,31.40,208767.31,202400.63,2100.00,6.30,127164.85
"Great Lakes",Weekly,"2021-04-04 00:00:00",Organic,1.597712523,185329.44,4608.14,17553.65,0.00,102305.47,99189.92,3094.99,0.00,60862.18
Midsouth,Weekly,"2021-04-04 00:00:00",Organic,1.409194065,292823.60,1950.34,19987.72,153.35,234513.07,234140.75,156.18,12.60,36219.12
Northeast,Weekly,"2021-04-04 00:00:00",Organic,1.749776222,295556.83,15787.72,19513.58,997.10,243177.82,235725.64,0.00,3.15,16080.61
Plains,Weekly,"2021-04-04 00:00:00",Organic,1.556201838,50862.29,8400.19,1905.56,62.47,34084.24,33110.98,968.28,0.00,6409.83
"South Central",Weekly,"2021-04-04 00:00:00",Organic,1.352225267,179886.55,9607.10,2678.26,1113.76,140823.48,139144.72,1678.76,0.00,25663.96
Southeast,Weekly,"2021-04-04 00:00:00",Organic,1.434010742,227752.87,1421.87,7093.90,45.20,191399.18,188232.03,3151.40,15.75,27792.72
West,Weekly,"2021-04-04 00:00:00",Organic,1.807515058,320873.00,17728.30,25424.65,697.58,133089.63,109234.69,0.00,3.15,143932.85
"Total U.S.",Weekly,"2021-04-04 00:00:00",Organic,1.619363142,1932333.49,81070.35,115875.98,3100.86,1288160.20,1241179.37,11149.61,40.95,444126.11
Albany,Weekly,"2021-04-11 00:00:00",Conventional,0.944129764,151233.18,21397.01,98922.69,49.05,23102.83,20721.36,2182.95,0.00,7761.60
Atlanta,Weekly,"2021-04-11 00:00:00",Conventional,1.106683710,721314.09,263044.26,22956.33,40.78,197332.82,175776.79,12953.19,6071.00,237939.90
Baltimore/Washington,Weekly,"2021-04-11 00:00:00",Conventional,1.410770345,961009.88,202372.75,268401.66,2587.39,393902.56,346552.61,53.55,25779.60,93745.52
Birmingham/Montgomery,Weekly,"2021-04-11 00:00:00",Conventional,1.028196502,351135.05,157749.53,8793.83,20.79,105029.78,88554.98,13725.34,2274.26,79541.12
Boise,Weekly,"2021-04-11 00:00:00",Conventional,1.361970523,110229.02,31380.37,4413.70,1041.68,33172.22,26791.83,3.15,528.07,40221.05
Boston,Weekly,"2021-04-11 00:00:00",Conventional,1.452963561,672455.06,30109.07,385169.86,199.60,175646.25,167209.31,7392.97,0.00,81330.29
Buffalo/Rochester,Weekly,"2021-04-11 00:00:00",Conventional,1.223714080,190328.93,20644.87,57342.29,2104.89,104259.23,99802.50,3742.20,670.95,5977.65
Charlotte,Weekly,"2021-04-11 00:00:00",Conventional,1.209303403,356467.16,142994.88,49182.86,2836.46,144149.79,106523.71,16183.52,0.00,17303.17
Chicago,Weekly,"2021-04-11 00:00:00",Conventional,1.547794140,739186.89,101236.22,91799.55,24342.21,227966.57,211861.94,1957.33,12748.05,293842.34
Cincinnati/Dayton,Weekly,"2021-04-11 00:00:00",Conventional,1.254683187,254419.69,49689.48,36667.89,201.22,44105.17,35657.36,212.63,5935.82,123755.92
Columbus,Weekly,"2021-04-11 00:00:00",Conventional,1.141399476,224728.16,49959.61,24671.16,82.33,51832.45,43941.98,0.00,6926.80,98182.61
"Dallas/Ft. Worth",Weekly,"2021-04-11 00:00:00",Conventional,0.900664916,1426667.34,492467.04,137654.98,10488.14,453304.15,399854.73,2612.47,48744.25,332753.03
Denver,Weekly,"2021-04-11 00:00:00",Conventional,1.188847803,933765.00,186302.64,65830.87,3001.36,258659.45,197494.53,19553.13,24297.46,419970.68
Detroit,Weekly,"2021-04-11 00:00:00",Conventional,1.243498763,376332.90,72318.24,38795.14,29286.95,107645.72,100319.91,7.35,5982.63,128286.85
"Grand Rapids",Weekly,"2021-04-11 00:00:00",Conventional,1.479135743,145944.31,18387.61,38277.90,30546.38,43604.52,39739.47,0.00,3865.05,15127.90
Harrisburg/Scranton,Weekly,"2021-04-11 00:00:00",Conventional,1.075964185,398538.86,153452.01,104930.86,155.81,123362.83,111673.67,7796.25,3609.90,16637.35
Hartford/Springfield,Weekly,"2021-04-11 00:00:00",Conventional,1.354981353,379882.10,10776.29,265704.43,146.53,94886.58,87395.42,6933.15,0.00,8368.26
Houston,Weekly,"2021-04-11 00:00:00",Conventional,0.930448318,1052924.56,470795.10,172591.75,2480.62,190478.01,166861.83,56.70,21634.34,216579.08
Indianapolis,Weekly,"2021-04-11 00:00:00",Conventional,1.142586573,228032.84,47457.85,53060.25,187.70,59147.56,50147.82,4971.09,3099.79,68179.49
Jacksonville,Weekly,"2021-04-11 00:00:00",Conventional,1.064314428,244606.21,103577.35,9867.97,17.70,68975.07,64340.60,4537.97,0.00,62168.11
"Las Vegas",Weekly,"2021-04-11 00:00:00",Conventional,1.151198772,356697.43,63059.28,31633.57,175.68,119119.68,102791.41,6.30,2057.73,142709.22
"Los Angeles",Weekly,"2021-04-11 00:00:00",Conventional,1.358602765,2862259.50,709489.19,41877.29,91230.53,665965.04,607736.76,29449.35,23842.84,1353697.45
Louisville,Weekly,"2021-04-11 00:00:00",Conventional,1.157051151,120501.10,24723.85,9863.67,38.59,38444.30,33615.54,3129.53,1068.91,47430.68
"Miami/Ft. Lauderdale",Weekly,"2021-04-11 00:00:00",Conventional,1.057315872,1101464.72,540884.04,41878.90,116.01,295657.16,265181.84,3666.60,26258.40,222928.62
Nashville,Weekly,"2021-04-11 00:00:00",Conventional,1.148670392,290355.67,95660.13,11094.16,5.25,87139.12,73680.84,8591.63,2700.43,96457.01
"Northern New England",Weekly,"2021-04-11 00:00:00",Conventional,1.098731019,580105.98,86905.68,372409.61,134.91,77327.89,70102.34,6999.33,0.00,43327.89
"New Orleans/Mobile",Weekly,"2021-04-11 00:00:00",Conventional,0.969350403,333927.66,131042.53,25211.67,33.15,122589.62,105281.71,4417.48,12775.22,55050.69
"New York",Weekly,"2021-04-11 00:00:00",Conventional,1.295740844,1912889.17,57017.62,1092883.82,857.27,678810.89,662248.34,15376.89,0.00,83319.56
Orlando,Weekly,"2021-04-11 00:00:00",Conventional,1.031471400,620204.93,253975.80,14471.81,11.34,218624.00,197173.97,8178.19,13006.35,133121.98
Peoria/Springfield,Weekly,"2021-04-11 00:00:00",Conventional,1.104184488,122108.04,33970.02,20670.40,81.29,39752.72,32830.49,3125.59,3530.11,27633.61
Philadelphia,Weekly,"2021-04-11 00:00:00",Conventional,1.139086361,640004.02,135934.77,211587.72,218.66,233978.86,219831.11,9465.75,904.05,58284.02
Phoenix/Tucson,Weekly,"2021-04-11 00:00:00",Conventional,0.963999250,1222801.15,407567.16,162365.29,4426.59,152743.86,99767.64,0.00,39164.49,495698.25
Pittsburgh,Weekly,"2021-04-11 00:00:00",Conventional,1.064747304,154565.95,58218.77,11810.77,6.64,41121.35,36305.82,3.15,4728.15,43408.42
Portland,Weekly,"2021-04-11 00:00:00",Conventional,1.400886867,617835.66,118913.68,41059.04,4911.81,106519.85,94675.39,5939.19,4340.16,346431.28
Providence,Weekly,"2021-04-11 00:00:00",Conventional,1.540914605,96259.60,2998.79,60814.89,48.84,21227.15,19762.30,1368.17,0.00,11169.93
Raleigh/Greensboro,Weekly,"2021-04-11 00:00:00",Conventional,1.144065115,467350.90,192204.26,76589.64,2795.36,177668.18,124795.24,21547.97,0.00,18093.46
Richmond/Norfolk,Weekly,"2021-04-11 00:00:00",Conventional,1.161711651,312098.43,93739.10,65755.90,667.55,81885.51,50350.40,197.40,11929.69,70050.37
Roanoke,Weekly,"2021-04-11 00:00:00",Conventional,1.082723968,190431.29,58977.30,24594.90,88.79,51033.63,34879.37,3096.84,4677.42,55736.66
Sacramento,Weekly,"2021-04-11 00:00:00",Conventional,1.451039291,467108.43,112778.68,142499.44,2178.41,92363.26,91690.66,277.20,0.00,117288.64
"San Diego",Weekly,"2021-04-11 00:00:00",Conventional,1.422501193,495341.23,105101.40,21386.10,11256.12,114897.06,105778.66,7002.45,1328.90,242700.56
"San Francisco",Weekly,"2021-04-11 00:00:00",Conventional,1.291216474,832570.48,137832.52,171139.77,4194.94,139834.72,139422.40,103.95,0.00,379568.53
Seattle,Weekly,"2021-04-11 00:00:00",Conventional,1.754119849,479988.38,71941.87,45655.47,457.27,80211.97,71068.45,3885.79,3609.01,281721.80
"South Carolina",Weekly,"2021-04-11 00:00:00",Conventional,1.156502428,526097.18,212797.28,48662.64,1035.69,171800.26,129310.98,20479.59,1613.66,91801.31
Spokane,Weekly,"2021-04-11 00:00:00",Conventional,1.404046061,73090.02,18775.83,6256.78,45.25,15270.26,13201.07,1904.83,0.00,32741.90
"St. Louis",Weekly,"2021-04-11 00:00:00",Conventional,0.996830834,231319.07,101343.86,9934.83,69.95,62501.53,55186.85,6897.84,0.00,57468.90
Syracuse,Weekly,"2021-04-11 00:00:00",Conventional,1.157219416,93071.94,10835.79,40390.50,443.77,37147.28,35031.33,2003.40,25.73,4254.60
Tampa,Weekly,"2021-04-11 00:00:00",Conventional,0.985760841,644454.13,260805.03,20183.76,25.73,193527.77,172979.80,6.30,20241.90,169911.85
Toledo,Weekly,"2021-04-11 00:00:00",Conventional,1.113486969,120327.90,22610.27,20419.26,4137.52,33846.20,27919.20,1007.21,4436.88,39314.64
"West Tex/New Mexico",Weekly,"2021-04-11 00:00:00",Conventional,0.965709127,930941.97,320116.30,125390.03,8501.74,316435.76,259388.68,5449.69,50639.86,160498.14
Wichita,Weekly,"2021-04-11 00:00:00",Conventional,0.870412865,112320.32,26205.57,6011.22,2.97,33902.72,29000.01,3275.34,1159.47,46197.84
California,Weekly,"2021-04-11 00:00:00",Conventional,1.361756444,5902693.04,1392945.18,593776.40,120751.36,1258650.87,1181882.17,42553.35,26336.13,2536569.23
"Great Lakes",Weekly,"2021-04-11 00:00:00",Conventional,1.270459274,3528735.24,697764.98,585088.02,137530.80,961981.53,845596.01,24478.89,82876.86,1146369.92
Midsouth,Weekly,"2021-04-11 00:00:00",Conventional,1.196665664,4015137.80,1292647.60,683399.29,10723.78,1377755.84,1055399.88,91662.90,64047.80,650611.29
Northeast,Weekly,"2021-04-11 00:00:00",Conventional,1.238105462,5757796.58,639072.36,2965246.37,6174.29,1750696.85,1662163.37,71019.44,13243.65,396606.71
Plains,Weekly,"2021-04-11 00:00:00",Conventional,1.097260146,2084420.57,640722.06,457798.71,1511.06,628578.05,499707.41,42566.35,58171.06,355810.70
"South Central",Weekly,"2021-04-11 00:00:00",Conventional,0.908249901,5804564.23,2533493.39,598550.32,82749.08,1589147.04,1332532.75,113607.73,134033.02,1000624.40
Southeast,Weekly,"2021-04-11 00:00:00",Conventional,1.052504878,5651888.43,2402895.31,221523.73,1682.60,1680243.66,1454593.09,95114.78,97988.87,1345543.12
West,Weekly,"2021-04-11 00:00:00",Conventional,1.184042473,6576508.18,1706323.71,644214.30,23506.25,1454438.53,1132745.25,60476.56,145937.88,2748025.38
"Total U.S.",Weekly,"2021-04-11 00:00:00",Conventional,1.163461448,39321744.05,11305864.58,6749597.15,384629.22,10701492.35,9164619.93,541480.00,622635.28,10180160.75
Albany,Weekly,"2021-04-11 00:00:00",Organic,1.558196792,3370.63,38.73,334.05,0.00,2856.95,2800.43,0.00,0.00,140.89
Atlanta,Weekly,"2021-04-11 00:00:00",Organic,1.816594380,31343.48,67.23,2909.53,0.00,10233.76,10233.76,0.00,0.00,18132.96
Baltimore/Washington,Weekly,"2021-04-11 00:00:00",Organic,1.229521901,99604.29,422.28,3428.44,9.20,93306.85,93306.85,0.00,0.00,2437.53
Birmingham/Montgomery,Weekly,"2021-04-11 00:00:00",Organic,1.496077297,10840.51,131.25,130.15,0.00,9611.97,8776.21,829.46,6.30,967.14
Boise,Weekly,"2021-04-11 00:00:00",Organic,1.981305737,6161.31,5.67,1200.13,8.47,1773.45,1773.45,0.00,0.00,3173.59
Boston,Weekly,"2021-04-11 00:00:00",Organic,1.990268130,36688.43,68.21,2372.23,0.00,33342.68,33248.60,0.00,0.00,905.31
Buffalo/Rochester,Weekly,"2021-04-11 00:00:00",Organic,1.462606848,15716.57,846.51,76.26,3.33,14790.47,14790.47,0.00,0.00,0.00
Charlotte,Weekly,"2021-04-11 00:00:00",Organic,1.741111680,20914.48,61.41,3193.11,56.37,16278.82,16278.82,0.00,0.00,1324.77
Chicago,Weekly,"2021-04-11 00:00:00",Organic,1.759132057,51152.48,387.14,4546.04,0.00,22086.21,21590.61,495.60,0.00,24133.09
Cincinnati/Dayton,Weekly,"2021-04-11 00:00:00",Organic,2.145984741,14753.54,564.61,1944.10,0.00,3431.12,2767.96,663.16,0.00,8813.71
Columbus,Weekly,"2021-04-11 00:00:00",Organic,1.919288835,10227.76,965.92,942.44,0.00,3700.68,3297.67,403.02,0.00,4618.72
"Dallas/Ft. Worth",Weekly,"2021-04-11 00:00:00",Organic,1.477169109,42898.26,4389.20,451.64,269.71,31780.12,31780.12,0.00,0.00,6007.58
Denver,Weekly,"2021-04-11 00:00:00",Organic,1.777247697,34427.88,6121.42,834.30,0.00,9255.11,9255.11,0.00,0.00,18217.04
Detroit,Weekly,"2021-04-11 00:00:00",Organic,1.489732002,19893.05,166.76,1704.08,0.00,12103.37,12103.37,0.00,0.00,5918.83
"Grand Rapids",Weekly,"2021-04-11 00:00:00",Organic,1.125577292,9570.48,45.92,1209.59,0.00,8314.97,8278.26,0.00,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-04-11 00:00:00",Organic,1.260038756,23583.21,115.44,515.55,0.00,22949.10,22777.19,0.00,0.00,3.12
Hartford/Springfield,Weekly,"2021-04-11 00:00:00",Organic,2.028287352,18299.54,213.06,8300.83,0.00,9684.68,9568.45,0.00,0.00,100.97
Houston,Weekly,"2021-04-11 00:00:00",Organic,1.769257585,14380.37,4363.21,59.61,0.00,3342.02,3342.02,0.00,0.00,6615.54
Indianapolis,Weekly,"2021-04-11 00:00:00",Organic,1.771343065,8954.37,110.12,764.52,0.00,4958.07,3907.22,1050.84,0.00,3121.67
Jacksonville,Weekly,"2021-04-11 00:00:00",Organic,1.466384870,14192.78,23.07,207.40,0.00,13877.15,13877.15,0.00,0.00,85.15
"Las Vegas",Weekly,"2021-04-11 00:00:00",Organic,1.610726915,17379.96,705.14,456.06,0.00,7897.58,7894.43,0.00,3.15,8321.18
"Los Angeles",Weekly,"2021-04-11 00:00:00",Organic,1.613764064,153433.57,5018.76,3417.93,14.05,81962.31,79904.31,2058.00,0.00,63020.52
Louisville,Weekly,"2021-04-11 00:00:00",Organic,2.053897235,6036.60,4.73,560.07,0.00,2035.69,1975.44,60.24,0.00,3436.12
"Miami/Ft. Lauderdale",Weekly,"2021-04-11 00:00:00",Organic,1.259619722,51471.88,81.67,3.41,0.00,50505.23,50505.23,0.00,0.00,881.57
Nashville,Weekly,"2021-04-11 00:00:00",Organic,1.915527276,15424.94,27.93,1287.01,0.00,7986.58,7986.58,0.00,0.00,6123.42
"Northern New England",Weekly,"2021-04-11 00:00:00",Organic,1.934206375,15787.50,51.03,502.51,0.00,13549.93,13474.39,0.00,0.00,1684.03
"New Orleans/Mobile",Weekly,"2021-04-11 00:00:00",Organic,1.169917700,14903.68,476.95,21.37,0.00,14187.22,12217.83,1969.39,0.00,218.14
"New York",Weekly,"2021-04-11 00:00:00",Organic,1.815847253,101285.24,8742.45,6848.64,1032.79,78097.11,73609.64,0.00,0.00,6564.26
Orlando,Weekly,"2021-04-11 00:00:00",Organic,1.348780934,31896.04,89.19,0.00,0.00,31669.14,31669.14,0.00,0.00,137.71
Peoria/Springfield,Weekly,"2021-04-11 00:00:00",Organic,1.720784980,4111.99,9.68,447.19,0.00,2712.62,2712.62,0.00,0.00,942.50
Philadelphia,Weekly,"2021-04-11 00:00:00",Organic,1.772919177,28625.74,1123.57,1967.80,0.00,21466.74,20049.20,0.00,0.00,4067.62
Phoenix/Tucson,Weekly,"2021-04-11 00:00:00",Organic,1.431703268,35085.15,2123.76,882.24,0.00,18512.89,18452.44,0.00,0.00,13566.26
Pittsburgh,Weekly,"2021-04-11 00:00:00",Organic,1.272854557,15110.14,2983.12,0.00,0.00,10872.85,10872.85,0.00,0.00,1254.17
Portland,Weekly,"2021-04-11 00:00:00",Organic,2.424051127,38038.15,368.22,5657.89,0.00,6598.34,4911.77,0.00,0.00,25413.69
Providence,Weekly,"2021-04-11 00:00:00",Organic,2.047504338,4587.40,10.24,20.68,0.00,4556.48,4529.70,0.00,0.00,0.00
Raleigh/Greensboro,Weekly,"2021-04-11 00:00:00",Organic,1.650893598,26908.85,530.61,2987.30,61.47,22004.85,22004.85,0.00,0.00,1324.62
Richmond/Norfolk,Weekly,"2021-04-11 00:00:00",Organic,1.113342146,35204.47,5.81,1334.41,4.34,31757.12,31757.12,0.00,0.00,2102.80
Roanoke,Weekly,"2021-04-11 00:00:00",Organic,1.292068260,14530.44,9.22,1051.46,0.00,11440.21,11440.21,0.00,0.00,2029.55
Sacramento,Weekly,"2021-04-11 00:00:00",Organic,1.815140235,27766.70,5705.79,3326.87,2.49,15242.09,14098.14,0.00,0.00,3489.46
"San Diego",Weekly,"2021-04-11 00:00:00",Organic,1.792717018,32526.95,685.39,2090.33,2.87,16831.40,16495.92,0.00,0.00,12916.95
"San Francisco",Weekly,"2021-04-11 00:00:00",Organic,1.976406267,76851.06,3914.30,5712.97,0.00,47204.58,47043.76,0.00,0.00,20019.21
Seattle,Weekly,"2021-04-11 00:00:00",Organic,2.127682679,65755.31,1034.40,4596.45,3.36,26631.55,12354.96,0.00,0.00,33489.55
"South Carolina",Weekly,"2021-04-11 00:00:00",Organic,1.693489654,27906.89,637.35,2606.27,30.62,20307.09,20307.09,0.00,0.00,4325.55
Spokane,Weekly,"2021-04-11 00:00:00",Organic,2.495518895,4255.93,166.55,636.72,0.00,1000.52,1000.52,0.00,0.00,2452.14
"St. Louis",Weekly,"2021-04-11 00:00:00",Organic,2.110615912,6472.87,1178.23,851.67,2.39,3422.34,3422.34,0.00,0.00,1018.23
Syracuse,Weekly,"2021-04-11 00:00:00",Organic,1.618636987,4629.29,227.94,116.26,0.00,4207.11,4200.91,0.00,0.00,77.98
Tampa,Weekly,"2021-04-11 00:00:00",Organic,1.103947685,27993.37,46.90,0.00,0.00,27840.39,27837.24,0.00,3.15,106.08
Toledo,Weekly,"2021-04-11 00:00:00",Organic,1.801124727,4404.44,33.93,443.77,0.00,2208.95,2089.58,119.37,0.00,1717.79
"West Tex/New Mexico",Weekly,"2021-04-11 00:00:00",Organic,1.238592418,34771.19,877.54,633.01,1893.57,27435.38,27429.08,0.00,6.30,3931.70
Wichita,Weekly,"2021-04-11 00:00:00",Organic,1.730191042,2754.32,309.25,10.81,0.00,880.03,880.03,0.00,0.00,1554.23
California,Weekly,"2021-04-11 00:00:00",Organic,1.765553497,359824.51,22534.50,21993.77,20.61,198568.97,191358.38,2058.00,3.15,116706.66
"Great Lakes",Weekly,"2021-04-11 00:00:00",Organic,1.687046738,178601.55,7042.45,16147.77,0.00,93464.09,89880.32,3516.27,0.00,61947.25
Midsouth,Weekly,"2021-04-11 00:00:00",Organic,1.438892017,303416.01,1846.95,21092.53,162.24,247763.94,247393.28,186.13,0.00,32550.36
Northeast,Weekly,"2021-04-11 00:00:00",Organic,1.735689239,293037.39,16006.41,23338.50,1051.28,237319.58,230398.14,0.00,0.00,15321.63
Plains,Weekly,"2021-04-11 00:00:00",Organic,1.592963791,49846.94,9467.65,2032.82,10.10,33182.75,32358.49,807.60,0.00,5153.62
"South Central",Weekly,"2021-04-11 00:00:00",Organic,1.444412609,153913.52,17701.47,2477.13,1584.03,114808.57,113257.68,1550.89,0.00,17342.32
Southeast,Weekly,"2021-04-11 00:00:00",Organic,1.426343170,254103.97,1369.05,8004.55,38.05,214444.24,212384.23,2050.55,9.45,30248.08
West,Weekly,"2021-04-11 00:00:00",Organic,1.877415943,313287.47,18952.79,20997.61,1113.51,123541.43,104929.26,0.00,9.45,148682.14
"Total U.S.",Weekly,"2021-04-11 00:00:00",Organic,1.644323761,1906031.37,94921.27,116084.68,3979.81,1263093.56,1221959.78,10169.44,22.05,427952.05
Albany,Weekly,"2021-04-18 00:00:00",Conventional,1.009886061,156154.93,18715.73,101029.54,22.90,27859.22,25525.01,727.65,1356.08,8527.53
Atlanta,Weekly,"2021-04-18 00:00:00",Conventional,1.128001809,776915.23,276170.29,23600.59,46.11,205125.16,181775.19,14158.07,6141.37,271973.09
Baltimore/Washington,Weekly,"2021-04-18 00:00:00",Conventional,1.401657910,991091.87,229380.28,279959.75,2546.79,399351.70,360506.00,6803.21,15034.56,79853.36
Birmingham/Montgomery,Weekly,"2021-04-18 00:00:00",Conventional,1.060269157,352698.60,154733.66,8563.65,38.92,108933.30,93009.81,13412.31,2068.67,80429.06
Boise,Weekly,"2021-04-18 00:00:00",Conventional,1.218278299,131377.13,31493.19,4110.10,939.92,48239.54,41627.13,344.79,269.21,46594.39
Boston,Weekly,"2021-04-18 00:00:00",Conventional,1.455605865,691938.86,27984.90,403783.94,288.15,173328.35,164975.77,3082.27,4185.83,86553.53
Buffalo/Rochester,Weekly,"2021-04-18 00:00:00",Conventional,1.208347616,220174.15,19781.13,66232.50,2538.58,124985.54,119746.07,1583.27,3592.58,6636.39
Charlotte,Weekly,"2021-04-18 00:00:00",Conventional,1.132846304,389277.04,176873.87,49703.97,2884.85,140410.84,106927.50,17520.69,0.00,19403.50
Chicago,Weekly,"2021-04-18 00:00:00",Conventional,1.528332889,770173.13,108274.45,94660.44,27477.48,247799.31,229562.07,3008.38,13888.35,291961.44
Cincinnati/Dayton,Weekly,"2021-04-18 00:00:00",Conventional,1.231793013,294774.54,68285.51,39536.13,200.00,43909.02,35006.45,1297.67,5809.22,142843.88
Columbus,Weekly,"2021-04-18 00:00:00",Conventional,1.187444939,236066.88,53177.28,26852.62,85.37,54897.88,45065.24,883.58,7149.45,101053.73
"Dallas/Ft. Worth",Weekly,"2021-04-18 00:00:00",Conventional,0.896541553,1511027.50,541102.25,142029.84,10141.16,459097.75,375881.80,49091.57,31944.37,358656.50
